,ORA_ACTU,GLE_ACTU,ALO_ACTU,KER_ACTU,CAP_ACTU,AIR_ACTU,CS_ACTU,BNP_ACTU,ORA_RDMT_5,GLE_RDMT_5,ALO_RDMT_5,KER_RDMT_5,CAP_RDMT_5,AIR_RDMT_5,CS_RDMT_5,BNP_RDMT_5
2018-09-27,NR,"Réalise l'acquisition de Treezor (CF) | Vers un rounding-top court terme sous 38/38,4E (CF)",NR,NR,NR,Lancement des études sur les hélicoptères Tigre (CF),NR,NR,-0.010450483442426828,-0.027339665891091824,0.006172856488334766,-0.05646554354963629,0.03139214649992339,-0.03342515462484574,0.003815991353891768,-0.03983847870408708
2018-09-28,NR,NR,NR,NR,NR,Livre à Qingdao le premier des cent H135 (CF),NR,"Plonge de -5% vers 51,65E (CF)",-0.0058245304481797655,-0.004327829108171866,0.020784569702363198,-0.07060863166903586,0.030442761770399507,-0.03863930757426515,0.024190042123980682,-0.01631570148527861
2018-10-01,NR,SG CIB lance un incubateur pour fintechs (CF),NR,NR,"Annonce l'acquisition de June 21 (CF) | Vers un re-test des 111,6E (CF)",Lufthansa Group développe sa flotte d'A320neo (CF) | Qatar Airways développe sa flotte avec l'A350-1000 (CF) | Qatar Airways développe sa flotte d'A350-1000 (CF),NR,NR,-0.0011013468024076989,-0.008197924354435893,0.017699056293043025,-0.102903463530158,-0.023671227947505424,-0.03519551886026795,0.01951434403127661,-0.01615695567357145
2018-10-02,NR,NR,Cession à GE de participations dans 3 co-entreprises (CF),NR,NR,NR,NR,NR,-0.0011020859681710737,-0.007936532793137108,0.04871582558519738,-0.082626659065695,-0.005381152234269937,-0.030090843073360962,0.016868485099128083,-0.01442862652183341
2018-10-03,NR,NR,"S'envole de +2,5% après plusieurs analyses positives (CF) | Toujours à l'achat, UBS vise 48 euros (CF) | Oddo confirme son conseil et l'objectif de 47 E (CF)",NR,NR,NR,Partenariat avec Navya pour les véhicules autonomes (CF),NR,0.006909110329367918,-0.002856741645626437,-0.01983000401755519,-0.17574582195823496,-0.07066663953993058,-0.07537829141465768,0.009038049449376695,-0.012849984211513621
2018-10-04,NR,NR,NR,"Pulvérise le palier des 435E, support à 430E (CF) | Le secteur du luxe en proie à des prises de bénéfices (ABC)",Prend une participation de 20% dans Azqore (CF),Annonce une initiative éducative avec l'ESA (CF) | Le H225M franchit les 100 000 heures de vol (CF),Partenaire assurance de Liverpool Football Club (CF),NR,-0.002184976982621545,-0.025135143383129277,-0.05316977436695158,-0.14961169900939852,-0.10057345989714894,-0.07533726148810593,-0.04456170778564028,-0.04034418051877109
2018-10-05,NR,NR,NR,"Dévisse sous les 430E, teste 417,5E (CF)",NR,NR,NR,NR,-0.013914286642168872,-0.03124155074640489,-0.06312035424731344,-0.11512466370034768,-0.07430613830911026,-0.035961517920860886,-0.052298600548248086,-0.03731914398337988
2018-10-08,NR,NR,NR,NR,NR,Guillaume Faury va succéder à Tom Enders à la tête d'Airbus (AFP) | Guillaume Faury devrait prendre la tête du groupe (CF) | Contrat de cybersécurité pour l'Union européenne (CF) | Airbus: Guillaume Faury attendu pour succéder à Tom Enders (AFP) | Premier vol du A220-100 de Delta Air Lines (CF),NR,NR,0.0022051222091092892,-0.02631211088404284,-0.0332480167201763,-0.11732512346110291,-0.0530649852682189,-0.05607030528842494,-0.03955764764448122,-0.03225809338527785
2018-10-09,Un nouveau directeur général pour Orange Bank (CF),Nomination de Yann Sonnallier (CF),NR,Succès d'une offre de rachat de souches obligataires (CF) | Succès de l’offre de rachat obligataire de kering pour un montant total de 3... (BNW),Acquisition de Doing en Italie (CF),Un A400M déployé pour les opérations en Indonésie (CF) | Guillaume Faury succèdera à Tom Enders (CF),NR,NR,0.00772339390761001,-0.023172418002424533,-0.03559709244972098,-0.09480919786363928,-0.043733078515687196,-0.007609744188262213,-0.042322451278033135,-0.02947488454081071
2018-10-10,NR,Obligations à impact positif en TWD Taiwan (CF) | Deux nominations chez SG CIB (CF) | Distingué pour sa maturité numérique (CF),NR,"S'enfonce nettement sous le 'gap' des 404,4E du 24/04 (CF) | Correction nerveuse, les 400 euros menacés (ABC)",Lance une offre pour constructeurs automobiles (CF),Présente l'ACJ319 au salon NBAA (CF),NR,NR,-0.0036114257689063844,-0.04106414748857623,0.002890154353785368,-0.007867820865572361,0.013390663372733647,0.018890825203931483,-0.039667319994936556,-0.036331896293599564
2018-10-11,Lance Orange Bank en Outre-mer (CF),NR,NR,NR,NR,NR,"Taxation des Gafa: un accord européen d'ici fin 2018 est ""jouable"", selon Mo... (AFP) | Rechute vers 22,7E, les 22,2E en vue (CF)",NR,0.01824817543653756,-0.0325755266704133,0.0402268102542207,-0.017190421988526494,0.042668035642257296,0.02034311815770784,-0.0026525805068471353,-0.019226941203269066
2018-10-12,S'associe à Google pour un câble sous-marin (CF),NR,Création d'un centre d'excellence avec Safran (CF),NR,NR,"Beau rebond sur 96E, re-teste 101,5E (CF) | S'envole de +3%, un analyste relève son objectif (CF) | UBS relève son objectif de cours (CF)",NR,NR,0.043445973376728064,-0.03393155046691532,0.03531653189258388,-0.05135633229679126,0.004835589870613832,-0.023040147005477962,-0.004450310510764499,-0.023840577373125282
2018-10-15,NR,Rechute sur les 35E (CF),NR,NR,NR,Contrat avec Delta Air Lines pour Skywise (CF) | Kuwait Airways devient client de l'A330neo (CF),NR,NR,0.01833516654223777,-0.03537068462373694,-0.0018519385168601632,-0.010514947319122503,-0.007246376811594235,-0.015335855612320315,-0.004207232669418914,-0.024141407976246865
2018-10-16,NR,Trois nominations en Suisse et en Chine (CF),NR,NR,NR,Près de 550 hélicoptères partagent leurs données (CF) | Helitrans commande 4 hélicoptères H125 (CF),NR,Le président de BNP Paribas annule sa participation au sommet économique sao... (AFP) | Espace gestion de fortune ouvert à Strasbourg (CF),0.0003649718620826192,-0.051115543097730254,-0.02617797607630612,-0.07541238086737212,-0.08778882527183451,-0.07451830259624426,-0.01621140488620121,-0.04344327824579175
2018-10-17,La qualité du réseau mobile reconnue par l'Arcep (CF),Khashoggi: le directeur général de Société Générale absent au sommet économi... (AFP),NR,NR,Extension du contrat avec Syngenta (CF),Signe plusieurs accords avec 5 syndicats (CF),NR,NR,0.0007249169138476841,-0.06942662099667096,-0.02095881860893134,-0.021940227493507214,-0.08409623680373945,-0.055026799704264495,-0.02465024740044852,-0.06330644125496776
2018-10-18,"Franchit résolument le cap des 13,9E (CF)",Expérimente une carte bancaire biométrique (CF),NR,Vers un test des 345/350E du 2 au 28 mars (CF),NR,Présentera plusieurs innovations à Euronaval (CF),NR,NR,-0.007168417861123877,-0.05760143601841594,-0.025694308160433832,0.04154143881000283,-0.02681096915987813,-0.013795137960598503,-0.02149816996827092,-0.04205179804957182
2018-10-19,NR,NR,NR,NR,NR,Présentera le H135 aux Marines américains (CF),NR,Nomination chez BNPP AM (CF),-0.0259786310436394,-0.06037741030451027,-0.011807983601989869,0.04775119685328355,-0.011549610779724828,-0.018376676655890267,-0.025257063605768737,-0.03786552003661481
2018-10-22,NR,NR,NR,NR,NR,China Airlines prend livraison de son A350-900 (CF),NR,Acquiert un immeuble de bureaux à Paris (CF) | Nouveau Responsable Corporate Governance US (CF),-0.01260354251711493,-0.042827781693683065,-0.0026503637367173427,0.03923704058987565,0.019464720194647178,-0.00498386190122202,-0.022459464283169472,-0.017182524082620776
2018-10-23,Téléphone fixe: le régulateur met Orange face à ses obligations (AFP) | Choisi avec Telespazio par le Ministère des Armées (CF),NR,NR,"Croissance de +27,6% des ventes trimestrielles (CF) | Un nouveau trimestre de croissance exceptionnelle (BNW)","'gap' sous 102,75E, teste déjà 97E (CF)",Credit suisse passe à l'achat (CF),Va vendre ses filiales d'Ukraine à Fairfax Financial (CF),NR,-0.000364838706220616,-0.04434517653080061,0.015053805060954772,0.06513735373104823,0.10192268790657333,-0.0025493718432710866,-0.008126424752856298,-0.029751910737369935
2018-10-24,Implantation d'Orange Cyberdefense au Maroc (CF),S&P relève sa perspective à 'positive' (CF),NR,"Invest Securities reste à 'achat', abaisse sa cible (CF) | Bondit de +10% vers 398,8E, puis retombe (CF)",Relève à nouveau son objectif de croissance de CA (CF),NR,NR,NR,0.0010865186031769891,-0.00687975160437726,0.03425205709399082,0.06378380027977193,0.11294310574062405,0.025181005008456214,0.008196735550096479,-0.007102841645722502
2018-10-25,Croissance de 3% de l'EBITDA ajusté trimestriel (CF),NR,Inauguration de l'usine Gibela en Afrique du Sud (CF),NR,"Refranchit les 100E, teste 103,5E (CF)",Deux commandes pour 6 hélicoptères médicaux (CF),NR,NR,0.01407939996053087,-0.006233785215770782,0.027171038716669926,0.046969282628723796,0.04494926692173218,-0.014702903874928452,0.004756490990143414,-0.019085944957690892
2018-10-26,S'allie à PCCW Global pour un câble sous-marin (CF),NR,NR,NR,Projet de 'smart city' dans le Grand Est (CF),Delta Air Lines a réceptionné son premier A220 (CF),NR,NR,0.01972959414033526,0.023478596271495622,0.016463082052470268,0.11552731003878747,0.08033106373077858,-0.0056162340817228484,0.01972026136930216,-0.005866073370590086
2018-10-29,NR,NR,NR,Lance un programme de rachats d'actions (CF) | Lancement d’un programme de rachat d’actions (BNW),NR,NR,NR,NR,0.03282274310817268,0.017928258207882575,0.013287252810710415,0.07498690760671045,0.01575180454299674,-0.004695863185206428,0.0036396690342204163,-0.021168979162069834
2018-10-30,NR,NR,"General Electric scinde sa division énergie (Alstom), l'action au plus bas d... (AFP) | General Electric scinde en deux sa division énergie (Alstom) après une perte... (AFP) | Le gouvernement français réaffirme son soutien à la fusion Siemens/Alstom (AFP)",NR,Confirmation des objectifs à moyen terme (CF),"Support des 94,1E du 23/10 compromis (CF)",NR,"'gap' sous 47E, teste 45,3E (CF) | En retrait après ses résultats trimestriels (CF)",0.028467178741053756,0.029741451205377745,0.00317797475771342,0.0898696815858755,-0.003752359583532372,0.020766740325395716,0.0015930745792438472,0.006176180400582432
2018-10-31,NR,NR,NR,NR,NR,"Sauve in extremis le support des 94E (CF) | En forte hausse, UBS salue les comptes trimestriels (CF) | Airbus continue de miser sur 800 livraisons en 2018 mais reste prudent (AFP) | À l'achat, UBS vise toujours 130 euros (CF) | Hausse de 4% du résultat net à neuf mois (CF)",NR,NR,0.04884227247759343,0.020935970282004446,-0.012936592844803974,0.04547762606430639,0.0092592592592593,-0.016579702812006936,0.004290931496029993,0.013331841524595545
2018-11-01,"Se redresse et franchit les 14,13E (CF)",NR,NR,NR,NR,NR,NR,"UBS reste à 'achat', réduit sa cible (CF)",0.041651835882462684,0.03641366632791976,-0.0044086459049268445,0.021052616281915792,0.017576332587402987,-0.008808274343223732,0.0063119651813425826,0.011782470140747625
2018-11-02,NR,NR,NR,"Bondit vers 421E, gros 'gap' au-dessus de 399E (CF)",Contrat avec l'Agence Suédoise pour l'Emploi (CF),"Vietnam: la France signe d'importants contrats, dont une commande pour Airbu... (AFP) | Commande ferme de Vietjet pour 50 A321neo (CF)",NR,NR,0.048369773874968436,0.016903034728021682,-0.006792023759562893,-0.06603322516144594,-0.012167629664296964,-0.009727019132296566,0.0031481759794345088,-0.005149616267070889
2018-11-05,NR,Cession d'Euro Bank en Pologne (CF),NR,NR,"Rechute de -3,5% dans le sillage du Nasdaq (CF)",Présente l'A220-300 en tournée mondiale (CF) | Air New Zealand prend livraison de son 1er A321neo (CF),Nouvelle CEO pour l'Espagne en 2019 (CF) | Taxation des Gafa: Le Maire reconnaît l'absence de solution pour le moment (AFP),Mandat pour 16 actifs logistiques en Europe (CF),0.024717541330602,-0.0003010182594391786,-0.014424350892881077,-0.05195118973894819,0.0028195058088444913,-0.010379512395446766,-0.00022661654069033865,-0.018829351775660697
2018-11-06,Oddo confirme son opinion après un 'roadshow' (CF),NR,NR,NR,NR,L'A330-800 a effectué avec succès son premier vol (CF) | L'A330-800 réalise son premier vol (CF),"Chiffre d'affaires de 75,8 MdsE sur 9 mois (+4%) (CF) | Taxation des Gafa: Paris ""ouvert à un report de l'entrée en vigueur"" (AFP)",Jefferies abaisse assez drastiquement son objectif de cours (ABC),0.03832505010681975,0.01799489627749451,-0.0007920582610818627,-0.022200551937099355,0.008945429425009532,0.005946788773065093,0.009997783644335234,-0.004415288169443254
2018-11-07,NR,NR,NR,NR,NR,Développe son réseau avec les universités (CF),'se traite avec une forte décote' selon Oddo (CF),NR,0.014487757144185265,0.009499355493319372,0.02149410683548414,-0.03377884300482226,-0.030733930955239352,-0.005827844520095216,-0.009669446669041126,-0.014974880285257286
2018-11-08,NR,Refranchit les 34E (CF) | Rachat des activités EMC de Commerzbank (CF) | Hausse de 16% du résultat net sous-jacent (CF),NR,NR,NR,NR,NR,Responsable des ventes nommée chez BNPP CP (CF),-0.0003417713193305527,-0.01874810574426755,0.010940325070962986,-0.035591556743332364,-0.05909090909090908,-0.018714070956319273,-0.022401433998045506,-0.027884622360043965
2018-11-09,NR,"Cession de 2,05% du capital d'Euroclear (CF)",NR,"'gap' sous 403,6E, rechute vers 385E (CF)",NR,NR,NR,NR,0.002050562729769112,-0.01766095073492091,0.025775924436298725,-0.009155661220122568,-0.06204375471746837,-0.018905797525958556,-0.03138313173557861,-0.025234593794611238
2018-11-12,Stéphane Richard est élu président de la GSMA (CF),NR,Nouvelle commande pour le consortium avec Bombardier (CF),NR,NR,NR,NR,NR,0.011026867325172995,-0.005270382234827675,0.023416776385253968,-0.015693351973106173,-0.04264288240392722,-0.019281700461837414,-0.016776279034853014,-0.0067990210547522745
2018-11-13,NR,NR,NR,NR,NR,Livre à Flynas son premier A320neo (CF),NR,NR,-0.006493524694851871,-0.039661292053609354,0.022457157396941874,-0.06636720657705608,-0.06747553200162482,-0.05548639883550843,-0.048143967444713276,-0.041535927146005625
2018-11-14,NR,NR,Les résultats priment le risque bruxellois (CF) | La Commission critique sur le 'deal' avec Siemens (CF) | Forte hausse des bénéfices au 1er semestre (CF),NR,NR,Livraison du tout premier A321LR (CF),Lancement d'une offre secondaire d'actions EQH (CF),NR,-0.0020401042588805707,-0.021807306213939892,-0.005645436361922385,-0.03672033671879393,-0.05575011173289657,-0.024704288082363246,-0.03950957407571987,-0.027255886704853682
2018-11-15,NR,NR,Inaugure la ligne à grande vitesse Tanger-Casablanca (CF) | Invest Securities rehausse son objectif de cours (CF),NR,NR,NR,NR,NR,0.0013675526676015792,-0.02301788402585936,0.003607274546665762,-0.012471351419199417,-0.035362354223278936,-0.016300860530019334,-0.04399629229602475,-0.02659630976767957
2018-11-16,NR,NR,NR,NR,NR,Delta Air Lines commande 10 Airbus A330-900 (CF),Prix de l'offre secondaire d'actions EQH fixé (CF),NR,-0.0017052945968950572,-0.016769913422108984,0.006666632207790402,0.0017966675525851183,-0.0170233457981408,0.0055980651940761295,-0.032168466074972146,-0.01847547494437274
2018-11-19,NR,"Société Générale: amende aux Etats-Unis de 1,34 milliard de dollars (AFP)",NR,NR,NR,Va fournir deux satellites HOTBIRD à Eutelsat (CF) | Premier vol avec succès pour l'ACJ320neo (CF) | Airbus remporte un gros contrat pour deux satellites auprès d'Eutelsat (AFP),NR,NR,0.014996609808088479,0.006357944502908941,0.015340628726812522,0.01829587006882094,0.013215843895793666,0.010910685314466262,-0.02167393705001719,0.0012145369407332574
2018-11-20,NR,Accords transactionnels aux Etats-Unis (CF),Oddo BHF relève sa cible à 49 euros (CF),Vers un retest des 334E ? (CF),Plan d'actionnariat salarié souscrit à 191% (CF),EasyJet commande 17 A320neo supplémentaires (CF),NR,NR,0.031991754899858726,0.021190952588595158,0.001291913438291603,0.035275203791682586,0.026321106195034805,0.028878854312408997,0.005199654901092421,0.017605208755765434
2018-11-21,NR,NR,NR,NR,NR,Michael Schöllhorn nommé directeur de l'exploitation (CF) | Dominik Asam est nommé directeur financier (CF),Succès de l'offre secondaire d'actions ordinaires d'EQH (CF),NR,0.01908004969894117,0.005038965365995907,0.0007741691642433324,0.012793717745390065,0.040497201573937325,0.0035419323552663418,0.01276597932073309,-0.0007814210023822099
2018-11-22,NR,NR,NR,NR,NR,"UBS reste à 'achat', salue des nominations (CF)",NR,NR,0.025606008076374254,0.011087175756618883,0.0030808814559326603,0.0018041551727610017,0.03014825968185786,0.02740169748860466,0.032358543495228265,0.011064732531447241
2018-11-23,Allié à MTM pour l'interopérabilité du mobile money (CF),NR,NR,NR,NR,NR,NR,NR,0.03587288078712825,-0.0024585688015918983,-0.012735591733418206,-0.01614139889830213,0.019792181490341898,0.012953634910984224,0.028933502948409018,0.0003381287069896821
